整理番号,集計F,出馬,当選,候補者ID,イメージID,ブロックCD,都道府県CD,統合CD,選挙区CD,ブロック名,都道府県名,選挙区名,選挙区登録番号,比例登録番号,選挙区届出番号,名簿掲載順,候補者名,新旧,党派CD,集計党派CD,集計党派,党派名,,確認F,,,,,,,,,,,,,,,,,Q01-1,Q01-2,Q01-3,"Q02
","Q03
","Q04
","Q05
-01","Q05
-02","Q05
-03","Q05
-04","Q05
-05","Q05
-06","Q05
-07","Q05
-08","Q05
-09","Q06
","Q07
",Q08-01,Q08-02,Q08-03,Q08-04,Q08-05,Q08-06,Q09,Q10,"Q11
","Q12
","Q13
","Q14
","Q15
","Q16
","Q17
","Q18
","SQ　【Q18で01か02を選んだ人だけ】 
-01","SQ　【Q18で01か02を選んだ人だけ】 
-02","SQ　【Q18で01か02を選んだ人だけ】 
-03","SQ　【Q18で01か02を選んだ人だけ】 
-04","SQ　【Q18で01か02を選んだ人だけ】 
-05","SQ　【Q18で01か02を選んだ人だけ】 
-06","SQ　【Q18で01か02を選んだ人だけ】 
-07","SQ　【Q18で01か02を選んだ人だけ】 
-08","SQ　【Q18で01か02を選んだ人だけ】 
-09","SQ　【Q18で01か02を選んだ人だけ】 
-10","SQ　【Q18で01か02を選んだ人だけ】 
-11","SQ　【Q18で01か02を選んだ人だけ】 
-12","SQ　【Q18で01か02を選んだ人だけ】 
-13","SQ　【Q18で01か02を選んだ人だけ】 
-14","SQ　【Q18で01か02を選んだ人だけ】 
-15","SQ　【Q18で01か02を選んだ人だけ】 
-16","SQ　【Q18で01か02を選んだ人だけ】 
-17","SQ　【Q18で01か02を選んだ人だけ】 
-18","SQ　【Q18で01か02を選んだ人だけ】 
-19","SQ　【Q18で01か02を選んだ人だけ】 
-20","Q19
","Q20
",Q21,Q22,Q23,"Q24 
","Q25
","Q26
","Q27
-01","Q27
-02","Q27
-03","Q27
-04","Q27
-05","Q27
-06","Q27
-07","Q27
-08","Q27
-09","Q27
-10","Q28-01
",Q28-02,Q28-03,Q28-04,Q28-05,Q28-06,Q28-07,Q28-08,Q28-9
477,1,1,0,137486,YRYA13029XXX005K,84,13,13,29,東京ブ,東京都,東京２９区,5,0,5,0,鈴木賢一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,03,06,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,03,,,,,,,,0,0,10,5,100,5,5,15,0
479,1,1,0,135730,YRYA13030XXX001K,84,13,13,30,東京ブ,東京都,東京３０区,1,18,5,22,長島昭久,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,01,05,03,04,05,,,,,,,,,09,02,02,02,03,01,02,03,01,02,01,01,01,01,01,01,02,01,01,,,03,,05,06,,,,,,,,14,,,,18,,,01,01,01,01,03,03,02,03,,02,,,,06,,,,,90,80,70,60,0,80,0,0,0
480,1,1,0,136205,YRYA13030XXX002K,84,13,13,30,東京ブ,東京都,東京３０区,2,0,1,0,早川寛,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,03,06,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,03,,,,07,08,,,10,10,55,10,100,10,50,80,10
481,1,1,0,137304,YRYA13030XXX003K,84,13,13,30,東京ブ,東京都,東京３０区,3,32,2,21,五十嵐衣里,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,04,06,02,04,01,01,02,03,04,,,,,,02,04,03,01,01,02,02,01,03,03,03,02,02,03,01,01,01,04,,,,,,,,,,,,,,,,,,,,,05,02,05,04,04,02,03,01,,,,04,05,06,07,08,,,40,60,95,50,80,80,80,80,50
482,1,1,0,137524,YRYA13030XXX004K,84,13,13,30,東京ブ,東京都,東京３０区,4,0,4,0,武田祐一郎,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,04,21,03,05,01,,,,,,,,,09,01,02,01,04,01,01,01,01,01,03,01,01,04,01,04,02,02,05,,,,,,,,,,,,,,,,,,,,,03,02,02,01,01,05,01,05,,,,,,,,,,,5,0,5,0,0,50,50,30,100
483,1,1,0,137720,YRYA13030XXX005K,84,13,13,30,東京ブ,東京都,東京３０区,5,0,3,0,三井健,3,861,10,諸派,みんつく,,○,,,,,,,,,,,,,,,,,04,07,08,03,05,05,01,,03,04,,,,,,01,02,04,02,01,04,04,01,03,03,04,03,04,01,02,02,02,03,,,,,,,,,,,,,,,,,,,,,03,03,05,03,01,02,03,03,01,,,,,,07,08,09,,70,40,40,40,30,40,70,60,55
484,1,1,0,135526,YRYA14001XXX001K,85,14,14,1,南関ブ,神奈川県,神奈１区,1,0,2,0,松本純,2,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,07,12,01,03,04,04,,,,,05,,,,,03,03,03,03,02,03,03,02,02,02,01,02,02,01,01,02,01,01,,,,,,,,,,10,,,,,,,,18,,,01,01,01,01,03,04,02,04,,02,,,,,,,,,100,100,0,0,0,0,0,0,0
485,1,1,0,135530,YRYA14001XXX002K,85,14,14,1,南関ブ,神奈川県,神奈１区,2,10,5,11,篠原豪,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,03,11,02,01,01,01,02,03,,,,,,,02,05,04,02,01,02,01,01,03,02,02,02,02,02,01,01,01,02,,,,,,,,,,,,,,,,,,,19,,05,02,04,05,02,01,03,01,,,,04,,06,,,,,20,30,90,60,50,80,50,50,30
486,1,1,0,135602,YRYA14001XXX003K,85,14,14,1,南関ブ,神奈川県,神奈１区,3,2,1,8,浅川義治,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,14,11,03,02,01,,,,,,,,,09,02,03,04,04,01,05,03,01,02,02,01,01,02,01,01,01,01,01,,,03,04,05,06,,08,,,11,,13,14,15,16,,18,19,,01,01,03,04,01,03,03,04,,,,,,,,,,,50,50,50,100,50,50,50,50,50
487,1,1,0,136090,YRYA14001XXX004K,85,14,14,1,南関ブ,神奈川県,神奈１区,4,0,4,0,伊東万美子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,04,13,01,03,03,02,,,,,,,,,09,01,03,01,05,02,01,03,01,01,02,02,02,04,02,03,05,05,02,,,03,,,,,,,,,,,,,,,,,20,01,01,02,05,02,05,01,05,,,,,,,,,,,15,15,15,20,20,20,30,15,100
488,1,1,0,137475,YRYA14001XXX005K,85,14,14,1,南関ブ,神奈川県,神奈１区,5,0,3,0,蓮池幸雄,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,03,06,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,50,0,100,0,0,90,0
489,1,1,0,135460,YRYA14002XXX001K,85,14,14,2,南関ブ,神奈川県,神奈２区,1,0,3,0,菅義偉,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,09,01,05,,04,,,,,,,,,,,02,02,,,,,,,,02,01,01,02,01,01,,01,01,,,,,,,,,,,,,,,,,,,,,01,,02,01,,,,,,,,,,,,,,,,,,,,,,,
490,1,1,0,136284,YRYA14002XXX003K,85,14,14,2,南関ブ,神奈川県,神奈２区,3,0,4,0,平本幸次郎,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,10,01,21,03,03,04,,,,,,,,,09,01,04,01,05,01,02,04,01,01,01,01,01,04,03,03,03,03,03,,,,,,,,,,,,,,,,,,,,,03,01,02,01,05,05,01,03,,,,,,06,,,,,5,0,5,0,0,30,10,5,100
491,1,1,0,136386,YRYA14002XXX004K,85,14,14,2,南関ブ,神奈川県,神奈２区,4,2,2,2,三好諒,3,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,01,14,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,03,05,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
492,1,1,0,137480,YRYA14002XXX005K,85,14,14,2,南関ブ,神奈川県,神奈２区,5,0,1,0,並木まり子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,06,07,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,08,,,0,0,50,0,100,0,50,80,0
493,1,1,0,137497,YRYA14002XXX006K,85,14,14,2,南関ブ,神奈川県,神奈２区,6,34,5,12,柳家東三楼,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,04,06,16,03,04,02,,,,,,,,08,,02,04,02,02,02,02,02,02,03,03,05,04,03,03,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,04,04,03,02,03,01,,,,,,06,,08,,,25,25,100,25,35,75,25,75,25
494,1,1,0,135603,YRYA14003XXX001K,85,14,14,3,南関ブ,神奈川県,神奈３区,1,28,5,12,中西健治,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,06,01,01,05,04,01,,,04,05,,,,,04,01,04,02,01,02,04,02,02,02,01,01,02,01,01,03,01,01,,,03,,,,,,,,,,,,,,,18,,,01,02,01,01,02,01,03,03,,02,,,,,,,,,90,80,15,15,0,15,0,0,15
495,1,1,0,137044,YRYA14003XXX003K,85,14,14,3,南関ブ,神奈川県,神奈３区,3,28,1,13,中村武人,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,03,01,02,02,02,01,02,03,,,,,,,03,03,03,03,01,03,02,02,04,03,02,02,02,03,03,03,02,02,,,,,,,,,,,,,,,,,,,,,03,02,04,05,02,02,02,02,,,,,,,,,,,50,50,90,50,50,60,50,50,50
497,1,1,0,137337,YRYA14003XXX005K,85,14,14,3,南関ブ,神奈川県,神奈３区,5,24,2,9,佐藤香,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,,50,50,100,50,50,50,50,50
498,1,1,0,137479,YRYA14003XXX006K,85,14,14,3,南関ブ,神奈川県,神奈３区,6,19,3,4,横山征吾,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,11,04,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,15,0,100,0,5,95,0
499,1,1,0,135486,YRYA14004XXX001K,85,14,14,4,南関ブ,神奈川県,神奈４区,1,5,1,14,早稲田夕季,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,03,04,07,03,02,01,,,,,,,,,09,01,04,03,02,01,02,02,01,02,03,04,04,03,04,03,02,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,06,,08,,,0,25,100,25,50,75,50,75,0
500,1,1,0,135531,YRYA14004XXX002K,85,14,14,4,南関ブ,神奈川県,神奈４区,2,44,2,13,山本朋広,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,01,09,03,03,03,,,,,05,,,,,03,03,02,02,02,02,,02,,,,,,01,,,,01,01,,03,,,,,,,10,,,,,,,,18,,,01,01,02,02,04,,02,,,02,,,,,,,,,100,,,,,,,,
502,1,1,0,136039,YRYA14004XXX004K,85,14,14,4,南関ブ,神奈川県,神奈４区,4,0,4,0,津野照久,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,12,03,03,04,,,,,,,,,09,01,03,01,05,01,02,03,02,01,02,02,01,04,02,02,05,03,03,,,,,,,,,,,,,,,,,,,,,01,01,02,01,03,05,01,05,,,,,,06,,,,,0,10,10,10,5,50,20,10,100
503,1,1,0,136852,YRYA14004XXX005K,85,14,14,4,南関ブ,神奈川県,神奈４区,5,22,3,10,加藤千華,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,04,07,04,02,01,,,,04,,,,,,03,01,04,04,02,03,03,02,02,02,01,01,02,01,01,03,02,01,,,03,,,,,08,,,,,,14,,16,,18,,,01,02,01,05,01,03,03,02,01,,,,,06,,,,,55,50,55,65,45,55,50,50,50
504,1,1,0,135534,YRYA14005XXX001K,85,14,14,5,南関ブ,神奈川県,神奈５区,1,14,4,14,坂井学,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,12,21,03,02,02,,,,04,05,,,,,02,03,02,03,02,02,03,02,,02,01,01,02,02,01,03,02,01,,,03,,05,06,07,,,10,,,,,,,,18,,,01,01,02,02,02,01,02,04,,02,,,,,,,,,100,100,50,50,50,50,50,50,50
505,1,1,0,135535,YRYA14005XXX002K,85,14,14,5,南関ブ,神奈川県,神奈５区,2,11,3,15,山崎誠,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,08,14,03,04,01,,,03,04,,,,,,03,04,03,02,02,02,03,02,02,03,05,05,03,04,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,02,05,05,04,02,03,02,,,,,,06,,08,,,10,20,100,20,30,50,30,70,10
506,1,1,0,136042,YRYA14005XXX003K,85,14,14,5,南関ブ,神奈川県,神奈５区,3,14,1,11,久坂くにえ,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,04,14,03,02,01,,,,,,,,,09,02,03,04,04,02,04,04,01,02,02,01,02,02,01,01,01,01,01,,,03,,,,,08,,,,,,14,,16,,18,,,01,01,03,04,02,03,02,01,,,,,,,,,,,50,50,50,50,50,50,50,50,50
507,1,1,0,137666,YRYA14005XXX004K,85,14,14,5,南関ブ,神奈川県,神奈５区,4,0,2,0,高宮美智子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,07,05,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,50,0,100,50,50,50,0
508,1,1,0,135536,YRYA14006XXX001K,85,14,14,6,南関ブ,神奈川県,神奈６区,1,12,4,16,青柳陽一郎,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,04,07,03,04,01,,,,,,,,,09,01,03,03,02,02,02,03,01,02,03,04,03,02,03,02,03,03,03,,,,,,,,,,,,,,,,,,,,,04,02,04,03,03,02,03,03,,,,,,06,,08,,,20,30,85,30,25,65,40,40,15
509,1,1,0,135625,YRYA14006XXX002K,85,14,14,6,南関ブ,神奈川県,神奈６区,2,30,1,15,古川直季,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,01,11,03,03,02,,,,,,,,,09,01,02,03,03,02,04,03,02,02,02,02,01,01,02,01,03,02,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,02,02,03,03,02,04,,02,,,,,,,,,100,100,30,50,0,50,0,0,0
510,1,1,0,136874,YRYA14006XXX003K,85,14,14,6,南関ブ,神奈川県,神奈６区,3,23,3,12,塩坂源一郎,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,04,01,02,04,01,01,,,,,,,,,09,02,01,03,02,02,04,03,01,02,03,03,03,02,02,02,03,03,01,01,,,,05,,,08,,,,,,,,16,,18,,,02,02,04,04,02,03,03,03,,,,,,06,,,,,0,0,0,100,0,40,0,0,0
511,1,1,0,137667,YRYA14006XXX004K,85,14,14,6,南関ブ,神奈川県,神奈６区,4,0,2,0,植木眞理子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,06,07,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,03,,,,,08,,,0,5,10,0,100,5,5,50,0
512,1,1,0,135538,YRYA14007XXX001K,85,14,14,7,南関ブ,神奈川県,神奈７区,1,15,1,16,鈴木馨祐,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,01,05,04,05,02,,,,,,,,,09,03,01,03,03,02,04,04,02,02,02,01,01,01,01,01,05,02,01,,,03,,,,,,,,,,,,,,17,18,,,01,02,01,01,02,01,03,01,,02,,,,,,,,,,,,,,,,,
513,1,1,0,135543,YRYA14007XXX002K,85,14,14,7,南関ブ,神奈川県,神奈７区,2,13,2,17,中谷一馬,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,07,14,03,03,01,,,,,,,,,09,01,03,03,01,01,01,02,01,02,03,03,03,02,03,01,01,01,03,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,,,,10,30,90,50,50,50,80,60,30
514,1,1,0,136106,YRYA14007XXX003K,85,14,14,7,南関ブ,神奈川県,神奈７区,3,16,3,13,宗像富次郎,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,11,14,03,01,01,,,,,,,,,09,02,03,04,05,02,04,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
515,1,1,0,137595,YRYA14007XXX004K,85,14,14,7,南関ブ,神奈川県,神奈７区,4,0,4,0,大野拓夫,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,07,01,14,01,01,01,01,02,03,,,,,,,04,04,05,02,03,02,01,01,03,04,05,05,03,03,03,02,02,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,04,04,03,01,,,,,05,06,07,08,,10,20,20,40,20,80,90,90,100,5
516,1,1,0,135490,YRYA14008XXX001K,85,14,14,8,南関ブ,神奈川県,神奈８区,1,6,2,18,江田憲司,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,09,14,01,02,04,02,01,02,03,04,,,,,,01,04,03,02,01,03,03,01,02,,04,02,03,02,01,03,01,03,,,,,,,,,,,,,,,,,,,,,03,02,04,05,02,02,03,02,,02,,04,,06,,,,,,,,,,,,,
517,1,1,0,135545,YRYA14008XXX002K,85,14,14,8,南関ブ,神奈川県,神奈８区,2,16,3,17,三谷英弘,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,05,03,03,01,,,,,,,,,09,01,03,03,02,02,03,03,02,02,02,01,01,02,02,01,03,01,01,,,03,,,,,,,,,,,14,,,,18,,,01,02,04,02,02,04,02,04,,02,,04,,06,,,,,100,100,50,50,0,50,0,0,50
518,1,1,0,136034,YRYA14008XXX003K,85,14,14,8,南関ブ,神奈川県,神奈８区,3,0,1,0,飯田能生,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,09,14,03,05,01,,,,,,,,,09,02,05,03,01,01,03,01,01,02,04,05,05,03,05,03,01,01,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,05,01,03,01,,,03,,,,07,08,,,0,0,0,0,100,0,70,70,0
519,1,1,0,136474,YRYA14008XXX004K,85,14,14,3,南関ブ,神奈川県,神奈３区,2,0,4,0,内田恵美子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,10,04,05,,04,,,,,,,,,09,01,01,02,04,03,01,03,02,01,02,02,01,03,04,02,05,03,02,01,,03,,,,,,,,,,,,,,17,,,,,01,04,02,03,05,01,05,,,,,,,,,,10,40,50,50,50,50,50,50,50,100
521,1,1,0,135527,YRYA14009XXX001K,85,14,14,9,南関ブ,神奈川県,神奈９区,1,9,2,19,笠浩史,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,04,01,14,02,04,02,01,,03,,,,,,,04,03,04,02,01,03,04,02,03,03,02,02,03,02,01,03,01,02,,,,,05,,,08,,,,,,14,,16,,,19,,03,02,03,02,03,02,03,03,,,,,,06,,,,,0,50,100,70,20,70,50,50,50
522,1,1,0,135547,YRYA14009XXX002K,85,14,14,9,南関ブ,神奈川県,神奈９区,2,45,4,18,中山展宏,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,09,11,03,04,04,,,,,,,,,09,02,03,02,02,02,02,03,01,,02,,02,02,01,01,02,01,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,02,02,03,03,02,03,,02,,,,,,,,,,,,,,,,,
523,1,1,0,135626,YRYA14009XXX003K,85,14,14,9,南関ブ,神奈川県,神奈９区,3,5,3,14,吉田大成,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,04,14,03,01,01,,,,,,,,,09,03,,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,,,,,,08,,,,,,14,,16,,,,,01,01,03,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,,50,50,50
524,1,1,0,135627,YRYA14009XXX004K,85,14,14,9,南関ブ,神奈川県,神奈９区,4,0,1,0,赤石博子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,13,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,08,,,0,0,10,0,100,0,10,50,0
525,1,1,0,135528,YRYA14010XXX001K,85,14,14,10,南関ブ,神奈川県,神奈１０区,1,0,2,0,田中和徳,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,14,03,04,04,01,,,,,,,,,04,02,02,02,02,03,03,02,02,02,01,02,02,01,01,02,01,01,,,03,,,,,,,10,,,,,,16,,18,,,01,02,01,02,03,02,02,04,,02,,,,,,,,,,,,,,,,,
526,1,1,0,135630,YRYA14010XXX002K,85,14,14,10,南関ブ,神奈川県,神奈１０区,2,6,4,15,金村龍那,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,04,14,03,02,01,,,,,,,,,09,02,02,04,04,02,03,03,02,03,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,,,,14,,16,,,,,01,01,02,04,01,03,02,01,01,02,03,,05,06,07,08,09,10,50,50,50,100,50,50,50,50,50
527,1,1,0,136033,YRYA14010XXX003K,85,14,14,10,南関ブ,神奈川県,神奈１０区,3,0,1,0,片柳進,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,04,12,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,08,,,20,25,40,25,100,30,50,75,30
528,1,1,0,136644,YRYA14010XXX004K,85,14,14,10,南関ブ,神奈川県,神奈１０区,4,25,3,20,鈴木光貴,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,04,14,03,05,01,01,,03,,,,,,,01,05,05,01,03,01,04,01,04,04,05,05,03,03,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,04,05,01,01,03,01,,,,,,,,08,,10,0,0,100,0,0,50,10,100,0
529,1,1,0,135549,YRYA14011XXX001K,85,14,14,11,南関ブ,神奈川県,神奈１１区,1,0,3,0,小泉進次郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,06,11,04,04,04,,,,04,05,,,,,02,02,03,03,02,02,03,02,02,02,02,01,03,01,01,02,01,01,01,,03,,,,,08,,10,,,,,,,17,18,,,01,02,03,01,04,04,03,02,,02,,,,,,,,,80,80,50,50,30,50,30,30,30
530,1,1,0,136346,YRYA14011XXX002K,85,14,14,11,南関ブ,神奈川県,神奈１１区,2,0,2,0,初鹿野裕樹,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,06,13,03,01,01,,,,,,,,,09,01,01,01,01,01,01,03,01,02,01,01,01,03,03,01,04,04,01,,,03,,,,,08,,,,,,,,,17,,,,01,01,02,04,02,05,01,05,01,02,03,04,,06,,,,10,10,10,10,30,0,30,10,0,100
531,1,1,0,137478,YRYA14011XXX003K,85,14,14,11,南関ブ,神奈川県,神奈１１区,3,0,1,0,為壮稔,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,07,09,08,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,02,03,01,,,03,,,,,08,,,0,0,5,0,100,0,0,50,0
532,1,1,0,135492,YRYA14012XXX001K,85,14,14,12,南関ブ,神奈川県,神奈１２区,1,7,3,21,阿部知子,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,09,05,03,01,01,01,02,03,04,,,,,,02,05,,01,01,01,01,01,04,03,05,05,03,05,03,03,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,02,05,01,03,01,,,,,,,,08,,,,,,,,,,,
533,1,1,0,135554,YRYA14012XXX002K,85,14,14,12,南関ブ,神奈川県,神奈１２区,2,21,4,19,星野剛士,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,12,07,09,03,04,04,01,02,,,05,,,,,03,04,03,03,04,03,03,01,02,02,01,01,02,01,01,02,02,01,,,03,,,,,,,,,,,,,,,,,,01,01,02,02,02,02,03,03,,02,,,,,,,,,95,90,40,50,30,40,30,40,40
534,1,1,0,135631,YRYA14012XXX003K,85,14,14,12,南関ブ,神奈川県,神奈１２区,3,7,2,16,水戸将史,2,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,04,07,03,05,01,,,03,04,05,,,,,03,02,04,02,02,04,02,01,03,02,02,02,02,02,01,02,01,02,,,,04,05,06,,08,,10,11,,13,14,,16,17,,,,02,02,04,03,04,02,02,04,,,,,,06,,,,,20,30,50,90,0,60,10,10,10
535,1,1,0,136091,YRYA14012XXX004K,85,14,14,12,南関ブ,神奈川県,神奈１２区,4,17,5,2,江岡貴宏,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,05,11,03,04,04,,,,,,,,,09,01,02,01,03,01,01,03,03,02,01,01,01,04,01,02,02,02,02,01,,03,,,06,07,,,,,12,13,14,,,,,,,01,02,02,01,04,05,02,05,,,,,,06,07,,,,0,0,5,0,0,50,50,0,
536,1,1,0,137477,YRYA14012XXX005K,85,14,14,12,南関ブ,神奈川県,神奈１２区,5,0,1,0,加藤なを子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,07,06,03,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,08,,,0,0,30,0,100,10,45,90,0
537,1,1,0,135659,YRYA14013XXX001K,85,14,14,13,南関ブ,神奈川県,神奈１３区,1,19,1,22,太栄志,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,11,04,03,02,01,,,,04,,,,,,01,03,05,02,01,02,02,01,03,02,03,01,02,02,01,01,01,01,,,,,,,,08,,,,,,,,16,,,19,,05,02,04,05,02,02,03,02,,,,04,,06,,,,,50,50,100,50,50,50,50,50,50
538,1,1,0,135660,YRYA14013XXX002K,85,14,14,13,南関ブ,神奈川県,神奈１３区,2,0,5,0,石井匡,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,11,03,03,03,,,,,,,,,09,01,02,01,04,01,02,02,03,02,02,01,01,04,01,03,03,03,01,,,,,,,,,,,,,,,,,,,,20,01,01,01,01,01,05,01,05,,,,,,,,,,10,50,50,50,50,50,50,50,50,90
